coordinates	CONTROL_1	CONTROL_2	CONTROL_3	CONTROL_4	CONTROL_5	CANCER_1	CANCER_2	CANCER_3	CANCER_4	CANCER_5	CONTROL_avg	CANCER_avg	DIFF	ABSDIFF	gene_id	gene_name	ttest_pval	p.adj.bonferroni	p.adj.bh	PTBP1_binding	RBFOX1_binding
1:59056840-59056861:+	0.32092902556117814	1.0	1.0	0.20105981677743884	0.31422729519615333	0.0	0.0	0.15702666969377257	0.037858092490980155	0.0	0.5672432275069541	0.03897695243695055	-0.5282662750700036	0.5282662750700036	ENSG00000237352	LINC01358	0.04009788156873172	1.0	0.25809695036206337	1.32862	0.0
1:81980795-81980839:+	0.3790597586525941	0.362048642090613	0.34047905145602003	0.6179266356689106	0.5085066639169465	0.25741900788031435	0.25547984397668294	0.08009910711182887	0.09111886897497296	0.25463351317720617	0.44160415035701683	0.18775006822420104	-0.2538540821328158	0.2538540821328158	ENSG00000117114	ADGRL2	0.006054551386718243	1.0	0.09564006559071163	1.006172	0.170085
1:96806419-96806452:+	0.9913173593635696	0.9813418051228954	0.9678615671998109	0.9890366362422904	0.9188009578834324	0.7543679120783932	0.7510338527921578	0.8943022000930866	0.8075651062959041	0.8227436171920666	0.9696716651623998	0.8060025376903216	-0.16366912747207818	0.16366912747207818	ENSG00000117569	PTBP2	0.0014795154649049872	1.0	0.04377693507522217	2.4442899999999996	0.0
1:121087821-121088908:+	0.19837585414768802	0.16097257473971302	0.1596200500414477	0.15670202764186986	0.11209294828015336	0.0	0.08627436363314743	0.045908889115693796	0.0	0.03376534502556931	0.15755269097017438	0.03318971955488211	-0.12436297141529226	0.12436297141529226	ENSG00000198019	FCGR1B	0.00040560580269310325	1.0	0.02141699132809368	1.4371899999999997	0.27207400000000004
1:167685421-167685510:+	0.463847643793719	0.5757452045596355	0.4959018558907854	0.5502732647070984	0.5007498002892015	0.3117175157759439	0.32478685837546634	0.3531780130619239	0.34275970369599895	0.3049756434158464	0.5173035538480879	0.32748354686503595	-0.18982000698305196	0.18982000698305196	ENSG00000198771	RCSD1	0.0002019933248013833	1.0	0.014844329588821082	1.5829720000000003	0.170431
1:183502253-183502391:+	0.5351273526562335	0.5656769189032314	0.49306984585230496	0.47396931536966785	0.3655840832638803	0.20345373532850164	0.05697519190150776	0.08968084789655215	0.09171694095580929	0.07495423217100707	0.4866855032090636	0.10335618965067557	-0.38332931355838806	0.38332931355838806	ENSG00000116698	SMG7	3.0847447782884216e-05	0.9453200373064868	0.004604811779586068	1.1518929999999998	0.1979
1:201790554-201790577:+	0.9865566105584449	0.9846133633836714	0.9791377045205032	0.9836042892824337	0.9863332805542562	0.8957537531828892	0.8324466548099887	0.9108099794659765	0.8552330913898516	0.8680059003342268	0.984049049659862	0.8724498758365865	-0.11159917382327544	0.11159917382327544	ENSG00000134369	NAV1	0.001272197473348553	1.0	0.03981438882816955	0.990738	0.0
1:201788468-201788638:+	0.9576593274291221	0.9640260092498134	0.9455750336914204	0.983272738168324	0.978092417678078	0.6416217674252478	0.7141325880937127	0.8173908165716468	0.702260228318951	0.7565303093930738	0.9657251052433515	0.7263871419605265	-0.23933796328282508	0.23933796328282508	ENSG00000134369	NAV1	0.0008624531409045507	1.0	0.032192297811230154	1.117419	0.0
1:203128278-203128432:+	0.779115881090664	0.937986348386864	0.769861221847109	0.8811389172538379	0.9913443920829887	0.7200479266749533	0.6667635964570161	0.7906297681403631	0.7513135837517252	0.7755412050697679	0.8718893521322928	0.7408592160187651	-0.13103013611352765	0.13103013611352765	ENSG00000163485	ADORA1	0.036465352095411296	1.0	0.24551648813399535	0.9377869999999999	0.539219
1:203733223-203733400:+	0.8800558167985247	0.8692949572458887	0.8675110523524514	0.9089716073103244	0.7950009319330783	0.5470767116830387	0.60842203390644	0.6016692256519357	0.41206218930588434	0.5281861077837288	0.8641668731280536	0.5394832536662055	-0.3246836194618481	0.3246836194618481	ENSG00000058668	ATP2B4	0.0001750403352335891	1.0	0.013614495109729284	1.6346630000000002	0.079358
1:204991292-204991306:+	0.5166871078644262	0.8965532267793204	0.7012147336310217	0.6943021942433223	0.8795226359866388	0.25098661103211584	0.10682196797057944	0.07316351009646209	0.08087519719909758	0.02606898936478739	0.737655979700946	0.10758325513260847	-0.6300727245683375	0.6300727245683375	ENSG00000163531	NFASC	0.0001829732931738638	1.0	0.013983083713997648	1.3845539999999998	0.611219
1:205002596-205002748:+	0.8217246447245259	0.9088631377952944	0.7518249229214591	0.910764016951366	0.9142809252502668	0.1672892944282984	0.01904248503259188	0.280301316076167	0.0944882182636155	0.5176308657948763	0.8614915295285825	0.2157504359191098	-0.6457410936094727	0.6457410936094727	ENSG00000163531	NFASC	0.0008714720199287706	1.0	0.032332033959706026	0.92933	0.5099130000000001
1:236727678-236727756:+	0.9389150940447074	0.8000039912429172	0.9704397074715132	0.9633003910627628	0.8630611976852068	0.7461736523005633	0.40379855315272195	0.6863523324212721	0.3519653536693887	0.5942760562531997	0.9071440763014215	0.5565131895594291	-0.3506308867419924	0.3506308867419924	ENSG00000077522	ACTN2	0.007352035872613617	1.0	0.10662465341037972	0.9507270000000002	0.363083
1:231367569-231368187:-	0.10262080777229061	0.1377733269237156	0.10748211437316478	0.3315025471156922	0.1377584078363221	0.03923759190664471	0.006662616466152446	0.033353091501825055	0.026234015901007195	0.04134741327479693	0.16342744080423705	0.029366945810085265	-0.1340604949941518	0.1340604949941518	ENSG00000135766	EGLN1	0.03390486630487479	1.0	0.23699030165185597	0.9858399999999999	0.012297
1:21603658-21603912:-	0.4716360804236244	0.3684090183681695	0.40134694381269725	0.3987934434306611	0.3576168517527401	0.02698907105551011	0.0	0.01871488963075004	0.0	0.1398713770293231	0.39956046755757846	0.03711506754311665	-0.3624454000144618	0.3624454000144618	ENSG00000076864	RAP1GAP	7.050035523317595e-06	0.21604833861206768	0.0019654748233647714	4.227608999999999	0.0
1:21603835-21603912:-	0.38711265713531523	0.30679363625516504	0.34138233895950815	0.31282448937971885	0.19125045858842316	0.0753563125401781	0.09440235445502582	0.05242994952600598	0.05000912446036306	0.1333183198485835	0.3078727160636261	0.0811032121660313	-0.22676950389759482	0.22676950389759482	ENSG00000076864	RAP1GAP	0.0008874994523164894	1.0	0.03261081620652136	4.227608999999999	0.5331130000000001
1:16619845-16620245:-	0.40192373798310377	0.6762003772406437	0.5679828542171766	0.637588209530388	0.6468440818902383	0.286976557388049	0.11321172441682494	0.5881022680460563	0.3360023358412073	0.3738472884923547	0.5861078521723101	0.33962803483689846	-0.24647981733541163	0.24647981733541163	ENSG00000215908	CROCCP2	0.030959573820722033	1.0	0.22741040574207458	1.282119	0.0
1:107576392-107576475:-	0.1611885088339382	0.07714997728206442	0.12285060939078579	0.09945292615836983	0.14203927961496646	0.0	0.0	0.0	0.0	0.0	0.12053626025602493	0.0	-0.12053626025602493	0.12053626025602493	ENSG00000134215	VAV3	0.001272728586810966	1.0	0.03981438882816955	1.408911	0.21907600000000002
1:151310211-151310255:-	0.8059839071468775	0.8104731477330569	0.779413211436314	0.8436882448155795	0.8485071773519609	0.6973274189375356	0.6841505658226898	0.7315408059274732	0.7271888308702469	0.7430155299635836	0.8176131376967579	0.7166446303043058	-0.10096850739245211	0.10096850739245211	ENSG00000143393	PI4KB	0.00036540192553886013	1.0	0.02013982375564455	1.361978	0.0
1:225531046-225531057:-	0.3202322362188516	0.35561438755977465	0.29558606830391143	0.23131869217331202	0.20513944004133186	0.15261720242025276	0.06323770352843837	0.08670811339805588	0.0906489511862898	0.1118134920032142	0.2815781648594363	0.1010050925072502	-0.18057307235218611	0.18057307235218611	ENSG00000154380	ENAH	0.0011590558824944531	1.0	0.03782669597342121	1.037067	0.107349
10:73498650-73498867:+	0.5320426708337279	0.4257582846260799	0.5687767893944962	0.6053257253871185	0.5944121696404638	0.3271976462147722	0.3246796821874665	0.3812301644547029	0.1529112109762388	0.31893201000415744	0.5452631279763773	0.3009901427674676	-0.24427298520890972	0.24427298520890972	ENSG00000221817	PPP3CB-AS1	0.0014047467146658704	1.0	0.04232887224280787	0.996376	0.160668
10:97752857-97752877:+	0.811749735992053	0.6446584983468885	0.6902147077535542	0.7219586880561376	0.2774554340977684	0.007588103679104758	0.008936974905870755	0.006678154864994635	0.0	0.15724013341430412	0.6292074128492804	0.03608867337285485	-0.5931187394764256	0.5931187394764256	ENSG00000155256	ZFYVE27	0.001873812486702912	1.0	0.05054840110476297	1.0584510000000003	0.0
10:101430345-101430452:+	0.6318131875444971	0.6579641988662029	0.6945187212149905	0.40751632072842614	0.8161359144638458	0.4346904972751963	0.3425554957935566	0.5627046485174073	0.3765618251976291	0.4975028646209331	0.6415896685635925	0.44280306628094446	-0.198786602282648	0.198786602282648	ENSG00000166167	BTRC	0.039551464058750874	1.0	0.25619416953718466	1.582323	0.34525300000000003
10:122229346-122229486:+	0.7411556544117383	0.7838204989070798	0.7471308743940682	0.7689266223805352	0.6482337534384667	0.26794677296367103	0.049540705876234374	0.1489075479756907	0.06640388309583783	0.06570362430673847	0.7378534807063776	0.11970050684363447	-0.6181529738627431	0.6181529738627431	ENSG00000138162	TACC2	7.385187164718684e-06	0.22631906066280408	0.0020028235456885316	1.588793	0.0
10:60073872-60076454:-	0.2656403764717547	0.1813086963871307	0.3267906581338444	0.09263910045429072	0.051452537589831836	0.02508806907483763	0.00439214916668622	0.029487653998107693	0.0	0.0546011078518378	0.18356627380737048	0.022713796018293868	-0.1608524777890766	0.1608524777890766	ENSG00000151150	ANK3	0.0339878964126261	1.0	0.23725719488950495	1.101228	0.220325
10:16816973-16817084:-	0.39672489520707166	0.4351789028890053	0.44427487767896356	0.4564427900060299	0.5424154553209514	0.2645575070005641	0.31648320631910043	0.3271756408934376	0.275345106885274	0.3488886023959399	0.4550073842204044	0.30649001269886317	-0.1485173715215412	0.1485173715215412	ENSG00000148484	RSU1	0.0013531706521016573	1.0	0.04147214019208732	1.180393	0.243807
10:73439872-73439901:-	0.9966445346720496	0.9895640354412357	0.9941517571424086	0.9975751230001068	0.9770751967121055	0.5124243565659291	0.6001150461168877	0.8019124801118817	0.768789757891758	0.8747078352989356	0.9910021293935813	0.7115898951970785	-0.27941223419650285	0.27941223419650285	ENSG00000107758	PPP3CB	0.01401224988248851	1.0	0.15330431904636216	1.058061	0.0
10:80157641-80157763:-	0.7383187823828308	0.6876118186265735	0.6919284193871078	0.635163216738798	0.5292804599232456	0.44878488795612537	0.47319869348511745	0.5761250572258035	0.5625519340238301	0.5178392257701457	0.6564605394117111	0.5156999596922044	-0.14076057971950673	0.14076057971950673	ENSG00000122359	ANXA11	0.013930273851289	1.0	0.15278927779983942	0.937476	0.11648599999999999
10:124762300-124762558:-	0.5472869450409279	0.48311864629269213	0.48767400084217816	0.5265220514561378	0.44917267284301865	0.3180221823529714	0.36268648642517554	0.24853966229439947	0.37631688330007057	0.34914335063906055	0.49875486329499097	0.33094171300233555	-0.16781315029265542	0.16781315029265542	ENSG00000203791	EEF1AKMT2	0.0004846718741177408	1.0	0.02352081231081307	1.0484959999999999	0.0
11:73887040-73887099:+	0.4778486292043812	0.5833300046578599	0.6374199643761105	0.5032804549892664	0.7482025381847232	0.21714096558678309	0.2617008362784778	0.3784901154952681	0.15984806969694398	0.39842568675468776	0.5900163182824681	0.28312113476243217	-0.306895183520036	0.306895183520036	ENSG00000175575	PAAF1	0.0018176944441262279	1.0	0.04970359106549923	2.005142	0.0
11:73887031-73887099:+	0.7441974979083501	0.8586914996085163	0.8353289599694568	0.708338712031997	0.8846437696086917	0.28492249451559715	0.36130313706208284	0.36306088896346583	0.5015646290385012	0.6096946029542992	0.8062400878254025	0.4241091505067892	-0.38213093731861325	0.38213093731861325	ENSG00000175575	PAAF1	0.0010004612477706534	1.0	0.0351605424838807	2.4196739999999997	0.0
11:1000432-1000598:+	0.6009998828489943	0.5376529911089378	0.5714170765040044	0.6800273532127227	0.7185902476366901	0.26739488254245325	0.36016175423551194	0.35610374194048827	0.3164046190564051	0.3995866219485824	0.6217375102622699	0.3399303239446882	-0.28180718631758167	0.28180718631758167	ENSG00000183020	AP2A2	0.00022788891000399673	1.0	0.015835953848236915	1.371955	0.102663
11:46664849-46664959:+	0.5907710541085743	0.6149408732976824	0.6124985484538331	0.572343188579464	0.638314533316698	0.19553628034790127	0.0957519208359972	0.11035066373090993	0.08438526026818051	0.13926384115525672	0.6057736395512503	0.12505759326764912	-0.4807160462836012	0.4807160462836012	ENSG00000175224	ATG13	4.2758875792703756e-07	0.013103457486674066	0.0003853958084315902	1.945792	0.0
11:47292543-47292596:+	0.5623585080875229	0.5493894956209737	0.5208024161230437	0.5013116929388933	0.2068313235387473	0.14804684330410886	0.0	0.01078435685870376	0.0	0.026212784720064934	0.46813868726183616	0.03700879697657551	-0.43112989028526066	0.43112989028526066	ENSG00000110514	MADD	0.0014150711989353222	1.0	0.0425145655797774	0.9466640000000001	0.050674000000000004
11:61630169-61630288:+	0.31314548595323544	0.20818855158481495	0.4466314028840469	0.18725930640310484	0.31543780018578216	0.3398086443950812	0.055660484000739426	0.0	0.0	0.0	0.2941325094021969	0.07909382567916412	-0.21503868372303275	0.21503868372303275	ENSG00000243742	RPLP0P2	0.03152426288589831	1.0	0.22958322666057765	1.4086919999999998	0.0
11:117186990-117187001:+	0.39620010680116685	0.47604764730085364	0.4752243878622853	0.4249008201396744	0.36536783335388434	0.14160965849066637	0.08860661243582889	0.07724813635341451	0.07799500846211299	0.11873235141922703	0.42754815909157295	0.10083835343224996	-0.326709805659323	0.326709805659323	ENSG00000149577	SIDT2	7.53461968573308e-06	0.23089842026929022	0.0020254247392043003	2.720435	0.0
11:118655860-118655892:+	0.42439894746051005	0.4187052959194567	0.44480335175194086	0.38883480225920347	0.48853820974499934	0.02234391692292706	0.03345864309056159	0.044581254772998194	0.015530625661153563	0.06925403269949543	0.43305612142722205	0.03703369462942717	-0.39602242679779487	0.39602242679779487	ENSG00000019144	PHLDB1	4.271847183305861e-07	0.013091075693240811	0.0003853958084315902	1.705993	0.0
11:124877937-124878131:+	0.8482346490669903	1.0	0.9048766953172294	0.9394866055486834	0.9724324295460759	0.7038595731163839	0.624224229419018	0.8472499526565858	0.7189057025602649	0.8042482209000379	0.9330060758957958	0.7396975357304582	-0.1933085401653376	0.1933085401653376	ENSG00000154134	ROBO3	0.004643395914125132	1.0	0.08311732931563358	1.6259420000000002	0.0
11:124878298-124878436:+	0.9567763393183107	1.0	0.8852834948923339	0.9342688851058855	0.9629950475456324	0.6662222087268276	0.8758041996575208	0.8867421688311935	0.8080001510591698	0.8577188587542187	0.9478647533724326	0.8188975174057861	-0.1289672359666465	0.1289672359666465	ENSG00000154134	ROBO3	0.02969848927531373	1.0	0.22328513342541445	0.981166	0.01202
11:117840237-117840368:-	1.0	0.8062701460699351	0.6632212054178485	0.921102476814103	0.614717119345896	0.13398211144355257	0.0	0.0	0.0	0.01961706391127766	0.8010621895295564	0.030719835070966046	-0.7703423544585903	0.7703423544585903	ENSG00000137726	FXYD6	0.00018127034569523045	1.0	0.013922777965366563	1.490024	0.0
11:64224100-64224162:-	1.0	1.0	1.0	1.0	0.7805508343063212	0.613018527232587	0.7767822939228987	0.506796896022541	0.5906428965624723	0.47221310794224797	0.9561101668612644	0.5918907443365493	-0.36421942252471506	0.36421942252471506	ENSG00000149743	TRPT1	0.0008218884225950522	1.0	0.03144415819029385	1.368923	0.0
11:6401977-6401982:-	0.8088768249518665	0.6854391370255029	0.7744676658446044	0.6481958311634775	0.15222339903915053	0.15099571822406166	0.019374860646865433	0.016895656226649198	0.023867687616811156	0.05480016596404591	0.6138405716049203	0.053186817735686676	-0.5606537538692337	0.5606537538692337	ENSG00000166313	APBB1	0.008100007599932657	1.0	0.11276428501487866	1.630945	0.49075199999999997
11:75271701-75271724:-	0.8902091052482453	0.903529754794976	0.8488786433748995	0.8884224720953535	0.7935171058384937	0.6547928426741375	0.47282799242689855	0.3122288978932824	0.40650760575503053	0.4732329232597886	0.8649114162703937	0.46391805240182754	-0.40099336386856615	0.40099336386856615	ENSG00000137486	ARRB1	0.0010909076592735475	1.0	0.036899409733375126	1.613781	0.0
11:75439340-75439354:-	0.30900610937612755	0.25889963449037856	0.28486690848093305	0.25734907685280234	0.15569845826987347	0.0	0.0	0.0	0.0	0.07133992027356956	0.253164037494023	0.014267984054713911	-0.2388960534393091	0.2388960534393091	ENSG00000158555	GDPD5	0.0001714433290129295	1.0	0.013471489275900576	1.888652	0.0
11:85960675-85960777:-	0.16116883588166742	0.13609903875293955	0.15483976773735955	0.15143210159330572	0.10215920508212631	0.026916705256501375	0.019538492492382917	0.032056479712438725	0.016832832636617712	0.014453201927613141	0.14113978980947972	0.02195954240511077	-0.11918024740436894	0.11918024740436894	ENSG00000073921	PICALM	0.00016074847476095578	1.0	0.012774951846541394	0.9638070000000001	0.0
11:103082748-103082839:-	1.0	0.7702186661986774	0.83192865050974	0.78196360081783	0.7429461932583634	0.6670115706924024	0.6291516668885858	0.6729327816058475	0.5989048298166286	0.6414641333372355	0.8254114221569221	0.64189299646814	-0.18351842568878207	0.18351842568878207	ENSG00000137692	DCUN1D5	0.013861302022004227	1.0	0.1526839703138294	0.9882110000000001	0.0
11:119025692-119025757:-	0.4284080713313221	0.4294927543758362	0.4034891666198443	0.48443854130756664	0.4448213926475474	0.16889963217514084	0.028488542373071735	0.029621907269520874	0.01471478981807088	0.04828462894271053	0.4381299852564234	0.05800190011570298	-0.3801280851407204	0.3801280851407204	ENSG00000137700	SLC37A4	2.6997800308653772e-05	0.8273475904586949	0.004211365862896521	1.6468600000000002	0.0
12:110628052-110628224:+	0.22003419551683323	0.21755468039884798	0.3098250126859137	0.2033922537730586	0.2569464606310012	0.17642943810142425	0.06752355496348265	0.1937360938652564	0.14815374010362006	0.025573488893611867	0.24155052060113094	0.12228326318547904	-0.1192672574156519	0.1192672574156519	ENSG00000204852	TCTN1	0.017519146519394083	1.0	0.17261551002606168	1.284762	0.0
12:1410389-1410453:+	0.1937100887915049	0.1512250316845076	0.20663620566773858	0.10407309899545064	0.008454746879550886	0.019458864278773292	0.009798169733052382	0.00625042143196963	0.020139958501377068	0.0	0.1328198344037505	0.011129482789034476	-0.12169035161471603	0.12169035161471603	ENSG00000082805	ERC1	0.02708611083870461	1.0	0.21324516270140315	0.926782	0.13763599999999998
12:6830870-6831033:+	0.2407412115136486	0.12790714164161324	0.2609279083635483	0.31215329364836153	0.17422772795312125	0.03298460651068892	0.011132789206730359	0.01356724212497423	0.01175061076341591	0.07856332124576977	0.22319145662405857	0.029599713970315838	-0.19359174265374274	0.19359174265374274	ENSG00000110811	P3H3	0.0022874024853621077	1.0	0.05651727222273856	1.473218	0.0
12:8699785-8700614:+	0.17152136982167362	0.2943428413822859	0.242403090717925	0.20454089443683834	0.07233531655936258	0.14673207638082789	0.04212058590211798	0.057769746962672244	0.051258415856300504	0.037426785728512525	0.19702870258361707	0.06706152216608623	-0.12996718041753086	0.12996718041753086	ENSG00000166532	RIMKLB	0.021328168235006568	1.0	0.18941227341368963	0.9067399999999999	0.111026
12:27655143-27655235:+	0.6236601165067948	0.6697573144584004	0.6666781770508665	0.7352972289710316	0.30387618240140024	0.2569508845114091	0.3016902179737477	0.24140011221152025	0.2920604335551265	0.3330503656713922	0.5998538038776987	0.28503040278463915	-0.31482340109305956	0.31482340109305956	ENSG00000110841	PPFIBP1	0.013030124817480691	1.0	0.14753565123617216	1.0157399999999999	0.47286400000000006
12:43771038-43771104:+	1.0	1.0	0.5727499081143967	0.0	0.8421322659218389	0.03596629783612139	0.0383405284144919	0.08280653567288455	0.10953148259740164	0.2087054192872201	0.6829764348072471	0.09507005276162392	-0.5879063820456232	0.5879063820456232	ENSG00000198001	IRAK4	0.03404218909450586	1.0	0.2373217878271683	2.3884990000000004	0.0
12:47717492-47717636:+	0.6898198449163049	0.5267939911995074	0.4112521213818094	0.29180025051026864	0.7147000616729595	0.2953418131736633	0.12338875244375953	0.1566094137033779	0.07654212832439661	0.22800238440621826	0.52687325393617	0.1759768984102831	-0.35089635552588694	0.35089635552588694	ENSG00000257433	AC004241.1	0.0085199260412875	1.0	0.11597820119160342	0.924799	0.01022
12:56568975-56569033:+	0.9390132193161677	1.0	0.9786386454515522	1.0	0.9846916350364155	0.8451444728297737	0.7827889100295519	0.9234164877039022	0.9199363714504462	0.865340475584944	0.980468699960827	0.8673253435197236	-0.1131433564411034	0.1131433564411034	ENSG00000076067	RBMS2	0.008802153738461884	1.0	0.11758587677208564	1.26603	0.0
12:62544766-62544768:+	0.5625628743287154	0.5589053064415362	0.4628925457838161	0.7550626127464417	0.6228432731467958	0.33017665873887136	0.28294621362600353	0.2632008969783572	0.24912104283947256	0.2730232731586713	0.592453322489461	0.2796936170682752	-0.3127597054211858	0.3127597054211858	ENSG00000061987	MON2	0.0019749763591625524	1.0	0.05223378023382204	1.4826730000000001	0.0
12:120074443-120074586:+	0.32016759237898085	0.316552848414641	0.29192300334157756	0.27029360242196143	0.2865195154511108	0.1619695656017781	0.16599566667178883	0.1047274566014346	0.18494953847713752	0.22760012630249446	0.2970913124016543	0.16904847073092671	-0.1280428416707276	0.1280428416707276	ENSG00000135127	BICDL1	0.001333620422187425	1.0	0.041155229100901636	1.2066919999999999	0.254728
12:120090911-120091019:+	0.37188579892087753	0.37421137237332797	0.37416442214138124	0.3359690261245485	0.31113780810577796	0.2744378575920559	0.0	0.0	0.0	0.06715934320477274	0.35347368553318265	0.06831944015936572	-0.28515424537381695	0.28515424537381695	ENSG00000135127	BICDL1	0.004741571612391389	1.0	0.083624335392684	1.228849	0.0
12:132571068-132571136:+	0.7161006348345179	0.6583652731542385	0.6466429863353725	0.7391482999512751	0.7031966173940524	0.5446767455366343	0.500015480759046	0.5215493738936885	0.5066768815284053	0.6006204529805189	0.6926907623338913	0.5347077869396586	-0.15798297539423267	0.15798297539423267	ENSG00000112787	FBRSL1	0.00024351067919691402	1.0	0.01636952991771218	0.9119700000000002	0.0
12:89598590-89598743:-	0.8495082299784039	0.8572947391260448	0.8331463413092812	0.8792290032131794	0.5928012484702425	0.018756829653003324	0.0	0.0	0.0	0.05473432331418556	0.8023959124194304	0.014698230593437778	-0.7876976818259926	0.7876976818259926	ENSG00000070961	ATP2B1	7.670267923458994e-05	1.0	0.008141749768681403	2.273904	0.0
12:57538519-57538524:-	0.8575621977564785	0.8724175750909555	0.8231897921588689	0.8934329657340172	0.863635395813548	0.6461521289646096	0.5279241348621224	0.6803803106906651	0.588134599640901	0.6916762588965784	0.8620475853107734	0.6268534866109754	-0.23519409869979802	0.23519409869979802	ENSG00000175203	DCTN2	0.0007412998122944012	1.0	0.029584146651878043	0.910782	0.0
12:57538483-57538524:-	0.22411298961027976	0.2572464934086331	0.19883225264721763	0.2784686793297211	0.22950997026194128	0.032809790509464816	0.023441041778025477	0.03792371814633731	0.03464706027656208	0.05527278493181517	0.23763407705155853	0.03681887912844097	-0.20081519792311756	0.20081519792311756	ENSG00000175203	DCTN2	3.248947146216425e-05	0.9956398529580235	0.004741142156942969	0.910782	0.0
12:50134546-50134702:-	1.0	1.0	1.0	1.0	1.0	1.0	0.6992936731641851	0.6699546307353401	0.7066331106872337	0.6673903330603838	1.0	0.7486543495294286	-0.25134565047057145	0.25134565047057145	ENSG00000139624	CERS5	0.016541463757469694	1.0	0.16731655443929563	1.1934719999999999	0.0
12:50134400-50134702:-	1.0	1.0	1.0	1.0	1.0	1.0	0.04697457763405304	0.054868238110323715	0.05087480280763862	0.07472392287882484	1.0	0.24548830828616808	-0.7545116917138319	0.7545116917138319	ENSG00000139624	CERS5	0.01614731093868589	1.0	0.16504141319576063	1.1934719999999999	0.15579
